USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  42124 15684 ?        Ss   Feb17   0:16 /usr/lib/systemd/systemd --switched-root --system --deserialize=55 rhgb
grouvya     3309  3.3  0.7 3994560 255756 ?      Sl   Feb17  78:18 /usr/bin/kwin_wayland --wayland-fd 7 --socket wayland-0 --xwayland-fd 8 --xwayland-fd 9 --xwayland-display :0 --xwayland-xauthority /run/user/1000/xauth_jaYnqv --xwayland
grouvya     3317  0.0  0.0 539956  9792 ?        Ssl  Feb17   0:00 /usr/libexec/gvfsd
grouvya     3364  0.0  0.0 992744 18740 ?        Ssl  Feb17   0:35 /usr/libexec/xdg-desktop-portal
grouvya     3389  0.0  0.0 531420  7420 ?        Ssl  Feb17   0:01 /usr/libexec/xdg-permission-store
grouvya     3420  0.0  0.0 1278756 10848 ?       Ssl  Feb17   0:04 /usr/libexec/xdg-document-portal
root        3434  0.0  0.0   2588  2096 ?        Ss   Feb17   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
grouvya     3662  0.0  0.0 385280 22368 ?        Ssl  Feb17   0:00 /usr/libexec/knighttimed
grouvya     3665  0.0  0.4 2039676 145228 ?      Sl   Feb17   0:33 /usr/bin/maliit-keyboard
geoclue     3667  0.0  0.0 2500936 29156 ?       Ssl  Feb17   0:03 /usr/libexec/geoclue
grouvya     3692  0.1  0.3 836400 104444 ?       Sl   Feb17   3:06 /usr/bin/Xwayland :0 -auth /run/user/1000/xauth_jaYnqv -listenfd 8 -listenfd 9 -displayfd 78 -wm 91 -rootless -enable-ei-portal
grouvya     3782  0.0  0.0 380688  7896 ?        Ssl  Feb17   0:00 /usr/libexec/at-spi-bus-launcher
grouvya     3801  0.0  0.0   8972  4340 ?        S    Feb17   0:00 /usr/bin/dbus-broker-launch --config-file=/usr/share/defaults/at-spi2/accessibility.conf --scope user
grouvya     3811  0.0  0.0   5296  3228 ?        S    Feb17   0:00 dbus-broker --log 10 --controller 9 --machine-id 8654fe9521164417bf1a41c9bda18e0c --max-bytes 100000000000000 --max-fds 6400000 --max-matches 5000000000
grouvya     3871  0.0  0.3 900840 98100 ?        Ssl  Feb17   0:01 /usr/bin/ksmserver
grouvya     3877  0.0  0.4 2512808 156772 ?      Ssl  Feb17   1:11 /usr/bin/kded6
grouvya     4161  1.2  1.6 9586160 535624 ?      Ssl  Feb17  29:43 /usr/bin/plasmashell --no-respawn
grouvya     4179  0.0  0.0 168428  7652 ?        Ssl  Feb17   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
grouvya     4216  0.0  0.1 886552 45372 ?        Ssl  Feb17   0:03 /usr/libexec/kactivitymanagerd
grouvya     4217  0.0  0.0 460028 27404 ?        Ssl  Feb17   0:01 /usr/bin/gmenudbusmenuproxy
grouvya     4218  0.0  0.2 901040 90516 ?        Ssl  Feb17   0:01 /usr/bin/kaccess
grouvya     4219  0.0  0.5 2136616 176592 ?      Ssl  Feb17   0:04 /usr/libexec/kf6/polkit-kde-authentication-agent-1
grouvya     4220  0.0  0.1 992476 57116 ?        Ssl  Feb17   2:00 /usr/libexec/org_kde_powerdevil
grouvya     4221  0.0  0.6 2499148 219172 ?      Ssl  Feb17   2:04 /usr/libexec/xdg-desktop-portal-kde
grouvya     4222  0.0  0.0 459384 24984 ?        Ssl  Feb17   0:01 /usr/bin/xembedsniproxy
grouvya     4223  0.0  0.0   8688  5008 ?        Ss   Feb17   0:00 /usr/bin/ssh-agent -D
grouvya     4321  0.0  0.0 163952  6044 ?        Ssl  Feb17   0:00 /usr/libexec/dconf-service
grouvya     4535  0.0  0.0   7848  4344 ?        S    Feb17   0:00 /usr/bin/xsettingsd
grouvya     4543  0.0  0.0  47680  8044 ?        Ss   Feb17   0:00 /usr/libexec/bluetooth/obexd
grouvya     4973  0.5  0.3 1110664 119284 ?      Ssl  Feb17  12:53 /usr/bin/kdeconnectd
grouvya     5605  0.0  0.4 1631448 138728 ?      Ssl  Feb17   0:27 /usr/bin/xwaylandvideobridge
grouvya     5609  0.0  0.0 232024  3468 ?        Ss   Feb17   0:00 /usr/bin/bash /usr/bin/bazzite-steam -silent
grouvya     5616  0.0  0.0 395044 26760 ?        Ssl  Feb17   0:02 /usr/bin/kunifiedpush-distributor
grouvya     5626  0.0  0.0 718488 25272 ?        Ssl  Feb17   0:03 /usr/libexec/xdg-desktop-portal-gtk
grouvya     5642  0.0  0.0 541620  9060 ?        Ssl  Feb17   0:00 /usr/libexec/geoclue-2.0/demos/agent
grouvya     5679  0.0  0.0 232024  3736 ?        Ss   Feb17   0:00 bash /usr/libexec/ntfs_exfat_monitor_script
grouvya     5728  0.0  0.0 232572  3648 ?        S    Feb17   0:00 findmnt -n --poll -t exfat,ntfs,fuseblk
grouvya     5729  0.0  0.0 232024  2252 ?        S    Feb17   0:00 bash /usr/libexec/ntfs_exfat_monitor_script
grouvya     5853  0.0  0.0 232288  3536 ?        S    Feb17   0:00 bash /var/home/grouvya/.local/share/Steam/steam.sh -srt-logger-opened   -silent
grouvya     5909  0.0  0.0 248780  4448 ?        S    Feb17   0:00 /var/home/grouvya/.local/share/Steam/ubuntu12_32/steam-runtime/usr/libexec/steam-runtime-tools-0/srt-logger --sh-syntax --rotate=8388608 --log-directory /var/home/grouvya/.local/share/Steam/logs --filename console-linux.txt --log-fd=7 --journal-fd=5 --parse-level-prefix
grouvya     7696  9.1  0.6 1128388 205596 ?      Sl   Feb17 211:31 /var/home/grouvya/.local/share/Steam/ubuntu12_32/steam -srt-logger-opened   -silent
grouvya     7906  0.0  0.0 531408  7172 ?        Ssl  Feb17   0:02 /usr/libexec/flatpak-session-helper
grouvya     7940  0.0  0.0   4072   864 ?        Ss   Feb17   0:00 server --sh -n /run/user/1000/.flatpak-helper/pkcs11-flatpak-7906 --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
grouvya     9204  0.0  0.0   4692  1584 ?        Ss   Feb17   0:00 /var/home/grouvya/.local/share/Steam/steamrt64/pv-runtime/steam-runtime-steamrt/pressure-vessel/libexec/steam-runtime-tools-0/srt-bwrap --args 26 /usr/lib/pressure-vessel/from-host/libexec/steam-runtime-tools-0/pv-adverb --prefix=/usr/lib/pressure-vessel/from-host --generate-locales --fd 9 --regenerate-ld.so-cache /var/pressure-vessel/ldso --add-ld.so-path /usr/lib/pressure-vessel/overrides/lib/x86_64-linux-gnu --add-ld.so-path /usr/lib/pressure-vessel/overrides/lib/i386-linux-gnu --set-ld-library-path /usr/lib/pressure-vessel/overrides/lib/x86_64-linux-gnu/aliases:/usr/lib/pressure-vessel/overrides/lib/i386-linux-gnu/aliases --overrides-path /usr/lib/pressure-vessel/overrides --exit-with-parent --subreaper --assign-fd=1=3 --assign-fd=2=4 --ld-preload=/run/host/usr/lib/extest/libextest.so -- /var/home/grouvya/.local/share/Steam/ubuntu12_64/steamwebhelper_sniper_wrap.sh -nocrashdialog -lang=en_US -cachedir=/var/home/grouvya/.local/share/Steam/config/htmlcache -steampid=7696 -buildid=1769025840 -steamid=0 -logdir=/var/home/grouvya/.local/share/Steam/logs -uimode=7 -startcount=0 -steamuniverse=Public -realm=Global -clientui=/var/home/grouvya/.local/share/Steam/clientui -steampath=/var/home/grouvya/.local/share/Steam/ubuntu12_32/steam -launcher=0 --valve-initial-threadpool-size=4 --valve-enable-site-isolation --enable-smooth-scrolling --password-store=basic --log-file=/var/home/grouvya/.local/share/Steam/logs/cef_log.txt --disable-quick-menu --disable-component-update --gaia-url=http://disabled.invalid --enable-features=PlatformHEVCDecoderSupport --disable-features=WinRetrieveSuggestionsOnlyOnDemand,SpareRendererForSitePerProcess,DcheckIsFatal,BlockPromptsIfIgnoredOften,ValveFFmpegAllowLowDelayHEVC
grouvya     9234  0.0  0.0 246404  3560 ?        S    Feb17   0:00 /var/home/grouvya/.local/share/Steam/ubuntu12_32/steam-runtime/usr/libexec/steam-runtime-tools-0/srt-logger --sh-syntax --rotate=8388608 --log-directory /home/grouvya/.steam/steam/logs --filename webhelper-linux.txt --log-fd=7 --journal-fd=5 --parse-level-prefix --journal-level=info
grouvya     9584  0.0  0.0 541500  4316 ?        Sl   Feb17   0:01 steam-runtime-launcher-service --alongside-steam
grouvya     9795  0.0  0.3 1178748 121772 ?      SLsl Feb17   0:00 /usr/bin/kwalletd6
grouvya    10081  0.0  0.0 251312  2236 ?        Ss   Feb17   0:00 /usr/lib/pressure-vessel/from-host/libexec/steam-runtime-tools-0/pv-adverb --prefix=/usr/lib/pressure-vessel/from-host --generate-locales --fd 9 --regenerate-ld.so-cache /var/pressure-vessel/ldso --add-ld.so-path /usr/lib/pressure-vessel/overrides/lib/x86_64-linux-gnu --add-ld.so-path /usr/lib/pressure-vessel/overrides/lib/i386-linux-gnu --set-ld-library-path /usr/lib/pressure-vessel/overrides/lib/x86_64-linux-gnu/aliases:/usr/lib/pressure-vessel/overrides/lib/i386-linux-gnu/aliases --overrides-path /usr/lib/pressure-vessel/overrides --exit-with-parent --subreaper --assign-fd=1=3 --assign-fd=2=4 --ld-preload=/run/host/usr/lib/extest/libextest.so -- /var/home/grouvya/.local/share/Steam/ubuntu12_64/steamwebhelper_sniper_wrap.sh -nocrashdialog -lang=en_US -cachedir=/var/home/grouvya/.local/share/Steam/config/htmlcache -steampid=7696 -buildid=1769025840 -steamid=0 -logdir=/var/home/grouvya/.local/share/Steam/logs -uimode=7 -startcount=0 -steamuniverse=Public -realm=Global -clientui=/var/home/grouvya/.local/share/Steam/clientui -steampath=/var/home/grouvya/.local/share/Steam/ubuntu12_32/steam -launcher=0 --valve-initial-threadpool-size=4 --valve-enable-site-isolation --enable-smooth-scrolling --password-store=basic --log-file=/var/home/grouvya/.local/share/Steam/logs/cef_log.txt --disable-quick-menu --disable-component-update --gaia-url=http://disabled.invalid --enable-features=PlatformHEVCDecoderSupport --disable-features=WinRetrieveSuggestionsOnlyOnDemand,SpareRendererForSitePerProcess,DcheckIsFatal,BlockPromptsIfIgnoredOften,ValveFFmpegAllowLowDelayHEVC
grouvya    10151  1.3  0.7 9936068 249520 ?      Sl   Feb17  30:31 ./steamwebhelper -nocrashdialog -lang=en_US -cachedir=/var/home/grouvya/.local/share/Steam/config/htmlcache -steampid=7696 -buildid=1769025840 -steamid=0 -logdir=/var/home/grouvya/.local/share/Steam/logs -uimode=7 -startcount=0 -steamuniverse=Public -realm=Global -clientui=/var/home/grouvya/.local/share/Steam/clientui -steampath=/var/home/grouvya/.local/share/Steam/ubuntu12_32/steam -launcher=0 --valve-initial-threadpool-size=4 --valve-enable-site-isolation --enable-smooth-scrolling --password-store=basic --log-file=/var/home/grouvya/.local/share/Steam/logs/cef_log.txt --disable-quick-menu --disable-component-update --gaia-url=http://disabled.invalid --enable-features=PlatformHEVCDecoderSupport --disable-features=WinRetrieveSuggestionsOnlyOnDemand,SpareRendererForSitePerProcess,DcheckIsFatal,BlockPromptsIfIgnoredOften,ValveFFmpegAllowLowDelayHEVC
grouvya    10218  0.0  0.0 419004 15280 ?        Sl   Feb17   0:00 /var/home/grouvya/.local/share/Steam/ubuntu12_64/steamwebhelper --monitor-self-annotation=ptype=crashpad-handler --type=crashpad-handler --max-uploads=5 --max-db-size=20 --max-db-age=5 --database=/tmp/dumps --url=https://crash.steampowered.com/submit --annotation=lsb-release=Steam Runtime 3c (steamrt3c) --annotation=platform=linux64 --annotation=product=cefwebhelper --annotation=version=1769025840 --initial-client-fd=7 --shared-client-connection
grouvya    10245  0.0  0.0 520264 23500 ?        S    Feb17   0:00 /var/home/grouvya/.local/share/Steam/ubuntu12_64/steamwebhelper --type=zygote --no-zygote-sandbox --crashpad-handler-pid=10218 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/grouvya/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4
grouvya    10248  0.0  0.0 520252 25972 ?        S    Feb17   0:00 /var/home/grouvya/.local/share/Steam/ubuntu12_64/steamwebhelper --type=zygote --crashpad-handler-pid=10218 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/grouvya/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4
grouvya    10259  0.0  0.0 520276  7500 ?        S    Feb17   0:00 /var/home/grouvya/.local/share/Steam/ubuntu12_64/steamwebhelper --type=zygote --crashpad-handler-pid=10218 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/grouvya/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4
grouvya    10329  0.2  0.4 2793164 139380 ?      Sl   Feb17   4:51 /var/home/grouvya/.local/share/Steam/ubuntu12_64/steamwebhelper --type=zygote --no-zygote-sandbox --crashpad-handler-pid=10218 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/grouvya/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4
grouvya    10452  0.0  0.1 1186008 51720 ?       Sl   Feb17   0:08 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=10218 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/grouvya/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4 --shared-files --field-trial-handle=3,i,11474801749818012220,2686074282347411092,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --log-file=/var/home/grouvya/.local/share/Steam/logs/cef_log.txt
grouvya    10453  0.0  0.0 964352 31508 ?        Sl   Feb17   0:01 /var/home/grouvya/.local/share/Steam/ubuntu12_64/steamwebhelper --type=zygote --crashpad-handler-pid=10218 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/grouvya/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4
grouvya    10472  0.4  1.2 56622240 398292 ?     Sl   Feb17   9:51 /var/home/grouvya/.local/share/Steam/ubuntu12_64/steamwebhelper --type=zygote --crashpad-handler-pid=10218 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/grouvya/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4
root       11367  0.1  0.0 1157840 4980 ?        Ssl  Feb17   2:35 /usr/bin/supergfxd
root       11748  0.0  0.0      0     0 ?        S    Feb17   0:00 [psimon]
grouvya    12084  0.7  4.4 10176508 1423260 ?    SLsl Feb17  17:55 /usr/bin/bazaar --no-window
grouvya    12120  0.0  0.3 269474964 125836 ?    Ssl  Feb17   0:00 /usr/libexec/baloorunner
root       12175  0.0  0.0 994368  8840 ?        Ssl  Feb17   0:00 /usr/bin/pcscd --foreground --auto-exit
grouvya    12975  0.0  0.1 1180308 33900 ?       Sl   Feb17   0:03 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=10218 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --enable-chrome-runtime --user-data-dir=/var/home/grouvya/.local/share/Steam/config/htmlcache --user-agent-product=Valve Steam Client --buildid=1769025840 --steamid=0 --valve-initial-threadpool-size=4 --shared-files --field-trial-handle=3,i,11474801749818012220,2686074282347411092,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --log-file=/var/home/grouvya/.local/share/Steam/logs/cef_log.txt
grouvya    14007  0.0  0.0 1304020 26036 ?       Sl   Feb17   0:01 bazaar-dl-worker
grouvya    14016  0.0  0.0 1369716 24780 ?       Sl   Feb17   0:01 bazaar-dl-worker
grouvya    14025  0.0  0.0 1238484 24436 ?       Sl   Feb17   0:01 bazaar-dl-worker
grouvya    14034  0.0  0.0 1238488 25232 ?       Sl   Feb17   0:01 bazaar-dl-worker
grouvya    14043  0.0  0.0 1303996 25168 ?       Sl   Feb17   0:01 bazaar-dl-worker
grouvya    14052  0.0  0.0 1303996 24616 ?       Sl   Feb17   0:00 bazaar-dl-worker
grouvya    14061  0.0  0.0 1369532 24940 ?       Sl   Feb17   0:00 bazaar-dl-worker
grouvya    14070  0.0  0.0 1303996 24548 ?       Sl   Feb17   0:00 bazaar-dl-worker
grouvya    14666  0.0  0.0 392572  6904 ?        Ssl  Feb17   0:00 /usr/libexec/gvfsd-metadata
root       18964  0.0  0.0      0     0 ?        S    Feb17   0:00 [nvidia]
grouvya    23636  0.0  0.5 3628256 187660 ?      Ssl  Feb17   0:08 /usr/bin/krunner --daemon
root       31707  0.0  0.0 239004  9652 ?        Ss   Feb17   1:30 /sbin/mount.ntfs /dev/sdc1 /run/media/grouvya/Archive HDD -o rw,uhelper=udisks2,nodev,nosuid,uid=1000,gid=1000,windows_names
root       32416  0.0  0.1 714256 43916 ?        Ssl  Feb17   0:04 /usr/libexec/fwupd/fwupd
grouvya    38866  0.0  0.3 1041196 124856 ?      Ssl  Feb17   0:00 /usr/libexec/kf6/kiod6
root       42594  0.0  0.0  24092 13052 ?        Ss   Feb17   0:00 /usr/lib/systemd/systemd --user
root       42596  0.0  0.0  16804  2284 ?        S    Feb17   0:00 (sd-pam)
root       42609  0.0  0.0      0     0 ?        S    Feb17   0:00 [psimon]
root       42618  0.0  0.0   8972  4244 ?        Ss   Feb17   0:00 /usr/bin/dbus-broker-launch --scope user
root       42621  0.0  0.0   5088  3076 ?        S    Feb17   0:00 dbus-broker --log 11 --controller 10 --machine-id 8654fe9521164417bf1a41c9bda18e0c --max-bytes 100000000000000 --max-fds 25000000000000 --max-matches 5000000000
grouvya    42628  0.0  0.0   8460  2976 ?        Ss   Feb17   0:00 /usr/bin/dbus-daemon --syslog --fork --print-pid 5 --print-address 7 --session
grouvya    42866  0.0  0.0 539956  9436 ?        Sl   Feb17   0:00 /usr/libexec/gvfsd
grouvya    42880  0.0  0.0 531408  7028 ?        Sl   Feb17   0:00 /usr/libexec/flatpak-session-helper
grouvya    42887  0.0  0.0   4072   868 ?        Ss   Feb17   0:00 server --sh -n /home/grouvya/.cache/.flatpak-helper/pkcs11-flatpak-42880 --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
grouvya    42891  0.0  0.0 757052  7632 ?        Sl   Feb17   0:00 /usr/libexec/xdg-document-portal
grouvya    42896  0.0  0.0 530836  6204 ?        Sl   Feb17   0:00 /usr/libexec/xdg-permission-store
root       42905  0.0  0.0   2588  1984 ?        Ss   Feb17   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /home/grouvya/.cache/doc
grouvya    52757  0.0  0.4 1055244 133168 ?      Ssl  Feb17   0:00 /usr/bin/dolphin --daemon
root      141773  0.0  0.0      0     0 ?        S    Feb17   0:00 [scsi_eh_4]
root      141774  0.0  0.0      0     0 ?        I<   Feb17   0:00 [kworker/R-scsi_tmf_4]
root      141896  0.0  0.0      0     0 ?        S    Feb17   0:00 [jbd2/sda1-8]
root      141897  0.0  0.0      0     0 ?        I<   Feb17   0:00 [kworker/R-ext4-rsv-conversion]
grouvya   142692  0.0  0.0   3748  2140 ?        Ss   Feb17   0:00 /usr/bin/bwrap --args 41 -- /app/bin/Telegram
grouvya   142697  0.0  0.0   3748  2212 ?        S    Feb17   0:00 /usr/bin/bwrap --args 43 -- /usr/bin/xdg-dbus-proxy --args=42
grouvya   142698  0.0  0.0 457220  6036 ?        Sl   Feb17   0:07 /usr/bin/xdg-dbus-proxy --args=42
grouvya   142701  0.0  0.0   3840  1428 ?        S    Feb17   0:00 /usr/bin/bwrap --args 41 -- /app/bin/Telegram
grouvya   142702  0.0  0.5 1722028 188252 ?      Sl   Feb17   0:56 /app/bin/Telegram
grouvya   143300  0.0  0.0   3748  2256 ?        Ss   Feb17   0:00 /usr/bin/bwrap --args 41 -- whatsie
grouvya   143310  0.0  0.0   3748  2168 ?        S    Feb17   0:00 /usr/bin/bwrap --args 43 -- /usr/bin/xdg-dbus-proxy --args=42
grouvya   143311  0.0  0.0 457224  6116 ?        Sl   Feb17   0:02 /usr/bin/xdg-dbus-proxy --args=42
grouvya   143314  0.0  0.0   3852  1396 ?        S    Feb17   0:00 /usr/bin/bwrap --args 41 -- whatsie
grouvya   143315  0.3  2.8 22882076 928936 ?     Sl   Feb17   6:52 whatsie
grouvya   143469  0.0  0.0  21004 10864 ?        S    Feb17   0:00 p11-kit-remote --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
colord    145590  0.0  0.0 541660 12868 ?        Ssl  Feb17   0:00 /usr/libexec/colord
grouvya   253524  0.0  0.0 234940  2204 ?        Ss   Feb17   0:00 /usr/bin/conmon --api-version 1 -c eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825 -u eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825 -r /usr/bin/crun -b /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata -p /run/user/1000/containers/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/pidfile -n Fedora_43 --exit-dir /run/user/1000/libpod/tmp/exits --persist-dir /run/user/1000/libpod/tmp/persist/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825 --full-attach -s -l journald --log-level warning --syslog --runtime-arg --log-format=json --runtime-arg --log --runtime-arg=/run/user/1000/containers/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/oci-log --conmon-pidfile /run/user/1000/containers/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/conmon.pid --exit-command /usr/bin/podman --exit-command-arg --root --exit-command-arg /var/home/grouvya/.local/share/containers/storage --exit-command-arg --runroot --exit-command-arg /run/user/1000/containers --exit-command-arg --log-level --exit-command-arg warning --exit-command-arg --cgroup-manager --exit-command-arg systemd --exit-command-arg --tmpdir --exit-command-arg /run/user/1000/libpod/tmp --exit-command-arg --network-config-dir --exit-command-arg  --exit-command-arg --network-backend --exit-command-arg netavark --exit-command-arg --volumepath --exit-command-arg /var/home/grouvya/.local/share/containers/storage/volumes --exit-command-arg --db-backend --exit-command-arg sqlite --exit-command-arg --transient-store=false --exit-command-arg --hooks-dir --exit-command-arg /usr/share/containers/oci/hooks.d --exit-command-arg --runtime --exit-command-arg crun --exit-command-arg --storage-driver --exit-command-arg overlay --exit-command-arg --events-backend --exit-command-arg journald --exit-command-arg container --exit-command-arg cleanup --exit-command-arg --stopped-only --exit-command-arg eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825
524288    253526  0.0  0.0   4584  3376 ?        Ss   Feb17   1:09 /bin/sh /usr/bin/entrypoint --verbose --name grouvya --user 1000 --group 1000 --home /home/grouvya --init 0 --nvidia 1 --pre-init-hooks  --additional-packages  --
grouvya   259547  0.0  0.0 234940  2396 ?        Ss   Feb17   0:00 /usr/bin/conmon --api-version 1 -c eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825 -u abf6e99c0831c724247be0fa2460b7884754fb123c90be2c1f2af1004419a4d3 -r /usr/bin/crun -b /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/abf6e99c0831c724247be0fa2460b7884754fb123c90be2c1f2af1004419a4d3 -p /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/abf6e99c0831c724247be0fa2460b7884754fb123c90be2c1f2af1004419a4d3/exec_pid -n Fedora_43 --exit-dir /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/abf6e99c0831c724247be0fa2460b7884754fb123c90be2c1f2af1004419a4d3/exit --persist-dir /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/abf6e99c0831c724247be0fa2460b7884754fb123c90be2c1f2af1004419a4d3/persist/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825 --full-attach -s -l none --log-level warning --syslog --runtime-arg --log-format=json --runtime-arg --log --runtime-arg=/var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/abf6e99c0831c724247be0fa2460b7884754fb123c90be2c1f2af1004419a4d3/oci-log -t -i -e --exec-attach --exec-process-spec /var/home/grouvya/.local/share/containers/storage/overlay-containers/eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825/userdata/abf6e99c0831c724247be0fa2460b7884754fb123c90be2c1f2af1004419a4d3/exec-process-3711658935 --exit-command /usr/bin/podman --exit-command-arg --root --exit-command-arg /var/home/grouvya/.local/share/containers/storage --exit-command-arg --runroot --exit-command-arg /run/user/1000/containers --exit-command-arg --log-level --exit-command-arg warning --exit-command-arg --cgroup-manager --exit-command-arg systemd --exit-command-arg --tmpdir --exit-command-arg /run/user/1000/libpod/tmp --exit-command-arg --network-config-dir --exit-command-arg  --exit-command-arg --network-backend --exit-command-arg netavark --exit-command-arg --volumepath --exit-command-arg /var/home/grouvya/.local/share/containers/storage/volumes --exit-command-arg --db-backend --exit-command-arg sqlite --exit-command-arg --transient-store=false --exit-command-arg --hooks-dir --exit-command-arg /usr/share/containers/oci/hooks.d --exit-command-arg --runtime --exit-command-arg crun --exit-command-arg --storage-driver --exit-command-arg overlay --exit-command-arg --events-backend --exit-command-arg journald --exit-command-arg container --exit-command-arg cleanup --exit-command-arg --stopped-only --exit-command-arg --exec --exit-command-arg abf6e99c0831c724247be0fa2460b7884754fb123c90be2c1f2af1004419a4d3 --exit-command-arg eaaf74da17a82ac0a051e79348ed2e69e60378ffe61c5192bad23d7b47cfb825
grouvya   259553  0.0  0.0 232820  4288 pts/0    Ss+  Feb17   0:00 /usr/bin/bash -l
